"CVEGEO","NOMGEO","IM_2020","no_IM_2020","IE","no_IE","TCVCU","no_TCVCU","ICE","no_ICE"
"09004","Cuajimalpa de Morelos",60.4421617230741,0,0.722541161775562,0,1,0,13.6077338963944,0
"09006","Iztacalco",60.4422454901315,0,1.4971459904181,0,0,0,14.3780069564845,0
"09011","Tláhuac",59.325104804355,0,1.63954437018407,0,1,0,14.2482615381173,0
"09013","Xochimilco",58.5571719595363,0,1.59861884692047,0,1,0,14.0864128486718,0
"09005","Gustavo A. Madero",60.0921224607171,0,4.92843729812064,0,0,0,17.7026150914056,0
"09002","Azcapotzalco",60.637957252589,0,1.86883794932288,0,0,0,14.8068493420665,0
"09017","Venustiano Carranza",60.3845963564287,0,2.40538961155486,0,0,0,15.2658062473174,0
"09014","Benito Juárez",62.3971454880912,0,2.6869962828692,0,0,0,16.1334839434855,0
"10006","General Simón Bolívar",54.341867581474,0,0.116790634437155,0,92,0,10.4181557197236,0
"10008","Guadalupe Victoria",57.895155666715,0,1.14755986367865,0,47,0,12.8083876280411,0
"10009","Guanaceví",52.9964160469859,0,0.206608705728548,0,215,0,8.73568465868058,0
"10010","Hidalgo",56.6751793788539,0,0.0570789435811911,0,118,0,10.5982815559745,0
"10029","San Luis del Cordero",55.8256287374821,0,0.0883543113680442,0,100,0,10.5848874230725,0
"10031","Santa Clara",55.7855929243672,0,0.123196250493655,0,72,0,10.9745400537674,0
"10011","Indé",55.6061648400237,0,0.093249035638808,0,161,0,9.79891261290204,0
"10038","Vicente Guerrero",58.469883553421,0,0.976364581534198,0,39,0,12.8659686740176,0
