clave_ent,entidad,CVEGEO,municipio,homicidio_doloso_prom_diario,robo_veh_violencia_prom_diario,nom_mun_envipe,n_muestra_percepcion,pct_inseguro_municipio,n_inseguro_popw,non_sampled,z_homicidio,z_robo_veh,z_inseguro,composite,rank_composite
14,Jalisco,14071,San Cristóbal de la Barranca,0.00273972602739726,0.00821917808219178,,,,0.0,1,-0.1732157287348979,-0.13390210911423392,-0.26405224763674284,-0.19039002849529155,1249
14,Jalisco,14072,San Diego de Alejandría,0.0,0.00273972602739726,SAN DIEGO DE ALEJANDRIA,17.0,0.153849079567929,749.5527157,0,-0.19783914488511273,-0.15535889932036942,-0.2545044935382325,-0.2025675125812382,1695
14,Jalisco,14073,San Juan de los Lagos,0.010958904109589,0.0191780821917808,SAN JUAN DE LOS LAGOS,12.0,0.774201042046925,36505.12753,0,-0.09934548028425377,-0.09098852870196299,0.20094770992554917,0.0035379003131107978,370
14,Jalisco,14074,San Julián,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14075,San Marcos,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
14,Jalisco,14076,San Martín de Bolaños,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14077,San Martín Hidalgo,0.00273972602739726,0.010958904109589,SAN MARTIN HIDALGO,45.0,0.605374225161762,11977.93442,0,-0.1732157287348979,-0.12317371401116634,-0.11147809233741697,-0.13595584502782707,725
14,Jalisco,14078,San Miguel el Alto,0.00273972602739726,0.010958904109589,SAN MIGUEL EL ALTO,18.0,0.499973593873778,10674.43623,0,-0.1732157287348979,-0.12317371401116634,-0.1280819681226586,-0.1414904702895743,756
14,Jalisco,14079,Gómez Farías,0.0,0.0136986301369863,GOMEZ FARIAS,20.0,0.37287264960731,4117.63267,0,-0.19783914488511273,-0.11244531890809842,-0.21160210853686975,-0.17396219077669364,1030
14,Jalisco,14080,San Sebastián del Oeste,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14081,Santa María de los Ángeles,0.0,0.0164383561643835,,,,0.0,1,-0.19783914488511273,-0.10171692380503089,-0.26405224763674284,-0.1878694387756288,1211
14,Jalisco,14082,Sayula,0.0,0.00821917808219178,,,,0.0,1,-0.19783914488511273,-0.13390210911423392,-0.26405224763674284,-0.19859783387869648,1439
14,Jalisco,14083,Tala,0.00821917808219178,0.0794520547945205,,,,0.0,1,-0.12396889643446825,0.1450361635655275,-0.26405224763674284,-0.08099499350189453,530
14,Jalisco,14084,Talpa de Allende,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14085,Tamazula de Gordiano,0.0,0.0,TAMAZULA DE GORDIANO,17.0,0.163625662154208,4493.815185,0,-0.19783914488511273,-0.16608729442343717,-0.20681031994862492,-0.19024558641905828,1246
14,Jalisco,14086,Tapalpa,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
14,Jalisco,14087,Tecalitlán,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
14,Jalisco,14088,Tecolotlán,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
14,Jalisco,14089,Techaluta de Montenegro,0.00273972602739726,0.00821917808219178,,,,0.0,1,-0.1732157287348979,-0.13390210911423392,-0.26405224763674284,-0.19039002849529155,1249
14,Jalisco,14090,Tenamaxtlán,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14091,Teocaltiche,0.0876712328767123,0.00273972602739726,,,,0.0,1,0.5901101719217617,-0.15535889932036942,-0.26405224763674284,0.0568996749882165,315
14,Jalisco,14092,Teocuitatlán de Corona,0.00273972602739726,0.00273972602739726,,,,0.0,1,-0.1732157287348979,-0.15535889932036942,-0.26405224763674284,-0.1975422918973367,1396
14,Jalisco,14093,Tepatitlán de Morelos,0.00821917808219178,0.0602739726027397,TEPATITLAN DE MORELOS,48.0,0.456571604024057,46410.50355,0,-0.12396889643446825,0.06993739784405331,0.32712175013821043,0.09103008384926516,288
14,Jalisco,14094,Tequila,0.00273972602739726,0.0383561643835616,,,,0.0,1,-0.1732157287348979,-0.015889762980488803,-0.26405224763674284,-0.15105257978404318,824
14,Jalisco,14095,Teuchitlán,0.00273972602739726,0.010958904109589,,,,0.0,1,-0.1732157287348979,-0.12317371401116634,-0.26405224763674284,-0.18681389679426905,1195
14,Jalisco,14096,Tizapán el Alto,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14097,Tlajomulco de Zúñiga,0.394520547945205,0.654794520547945,TLAJOMULCO DE ZUNIGA,272.0,0.677484337043941,318159.5169,0,3.3479327807458192,2.3979991352097554,3.7886431370036333,3.1781916843197364,34
14,Jalisco,14098,San Pedro Tlaquepaque,0.561643835616438,2.02191780821917,SAN PEDRO TLAQUEPAQUE,186.0,0.830646059650874,391286.6248,0,4.849961165908925,7.751468291640534,4.7201315160596575,5.773853657869705,10
14,Jalisco,14099,Tolimán,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14100,Tomatlán,0.00821917808219178,0.0,TOMATLAN,37.0,0.350644567219152,8323.250092,0,-0.12396889643446825,-0.16608729442343717,-0.15803122534666286,-0.14936247206818942,810
14,Jalisco,14101,Tonalá,0.257534246575342,0.73972602739726,TONALA,139.0,0.729331441537045,277980.303,0,2.1167619732350778,2.7305793834048555,3.276842904473772,2.7080614203712354,39
14,Jalisco,14102,Tonaya,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14103,Tonila,0.0,0.0164383561643835,TONILA,18.0,0.096164697157781,513.134824,0,-0.19783914488511273,-0.10171692380503089,-0.25751596937863663,-0.18569067935626007,1179
14,Jalisco,14104,Totatiche,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
14,Jalisco,14105,Tototlán,0.0,0.0136986301369863,,,,0.0,1,-0.19783914488511273,-0.11244531890809842,-0.26405224763674284,-0.19144557047665134,1266
14,Jalisco,14106,Tuxcacuesco,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14107,Tuxcueca,0.0,0.010958904109589,,,,0.0,1,-0.19783914488511273,-0.12317371401116634,-0.26405224763674284,-0.19502170217767398,1363
14,Jalisco,14108,Tuxpan,0.00821917808219178,0.0383561643835616,TUXPAN,15.0,0.0408192553714941,1044.115733,0,-0.12396889643446825,-0.015889762980488803,-0.25075236884201396,-0.130203676085657,701
14,Jalisco,14109,Unión de San Antonio,0.00821917808219178,0.00273972602739726,,,,0.0,1,-0.12396889643446825,-0.15535889932036942,-0.26405224763674284,-0.18112668113052685,1096
14,Jalisco,14110,Unión de Tula,0.0,0.0,UNION DE TULA,15.0,0.0666472473055636,636.0813283,0,-0.19783914488511273,-0.16608729442343717,-0.2559498847447739,-0.20662544135110794,1800
14,Jalisco,14111,Valle de Guadalupe,0.00273972602739726,0.0164383561643835,,,,0.0,1,-0.1732157287348979,-0.10171692380503089,-0.26405224763674284,-0.17966163339222388,1087
14,Jalisco,14112,Valle de Juárez,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14113,San Gabriel,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
14,Jalisco,14114,Villa Corona,0.00547945205479452,0.0301369863013698,VILLA CORONA,18.0,0.368417418523292,4689.216903,0,-0.14859231258468308,-0.048074948289692124,-0.20432130548064562,-0.13366285545167358,715
14,Jalisco,14115,Villa Guerrero,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
14,Jalisco,14116,Villa Hidalgo,0.010958904109589,0.0,,,,0.0,1,-0.09934548028425377,-0.16608729442343717,-0.26405224763674284,-0.17649500744814461,1055
14,Jalisco,14117,Cañadas de Obregón,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14118,Yahualica de González Gallo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14119,Zacoalco de Torres,0.00547945205479452,0.0136986301369863,,,,0.0,1,-0.14859231258468308,-0.11244531890809842,-0.26405224763674284,-0.17502995970984145,1036
14,Jalisco,14120,Zapopan,0.295890410958904,0.698630136986301,ZAPOPAN,452.0,0.611643669747736,638220.8105,0,2.461489799338088,2.569653456858839,7.865563230462415,4.298902162219781,17
14,Jalisco,14121,Zapotiltic,0.00273972602739726,0.00273972602739726,,,,0.0,1,-0.1732157287348979,-0.15535889932036942,-0.26405224763674284,-0.1975422918973367,1396
14,Jalisco,14122,Zapotitlán de Vadillo,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
14,Jalisco,14123,Zapotlán del Rey,0.00273972602739726,0.104109589041095,,,,0.0,1,-0.1732157287348979,0.24159171949313402,-0.26405224763674284,-0.06522541895950225,483
14,Jalisco,14124,Zapotlanejo,0.0136986301369863,0.145205479452054,ZAPOTLANEJO,20.0,0.47617720216142,20400.85987,0,-0.07472206413403858,0.4025176460391507,-0.0041874117725667365,0.10786939004418178,274
14,Jalisco,14125,San Ignacio Cerro Gordo,0.0,0.00547945205479452,SAN IGNACIO CERRO GORDO,14.0,0.425540156666953,4982.224154,0,-0.19783914488511273,-0.14463050421730167,-0.2005889980351101,-0.1810195490458415,1095
14,Jalisco,14998,No Especificado,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
15,México,15001,Acambay de Ruíz Castañeda,0.00547945205479452,0.0657534246575342,,,,0.0,1,-0.14859231258468308,0.09139418805018873,-0.26405224763674284,-0.1070834573904124,605
15,México,15002,Acolman,0.0383561643835616,0.260273972602739,ACOLMAN,10.0,0.359265787394396,43772.58427,0,0.14688868121789453,0.8531102403679965,0.2935201046640314,0.43117300874997416,159
15,México,15003,Aculco,0.00821917808219178,0.0575342465753424,,,,0.0,1,-0.12396889643446825,0.059209002740985416,-0.26405224763674284,-0.10960404711007522,613
15,México,15004,Almoloya de Alquisiras,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
15,México,15005,Almoloya de Juárez,0.0356164383561643,0.0630136986301369,ALMOLOYA DE JUAREZ,15.0,0.913294284700035,105012.4034,0,0.12226526506767935,0.08066579294712081,1.0735889668579897,0.4255066749575966,161
15,México,15006,Almoloya del Río,0.00273972602739726,0.00273972602739726,,,,0.0,1,-0.1732157287348979,-0.15535889932036942,-0.26405224763674284,-0.1975422918973367,1396
15,México,15007,Amanalco,0.0,0.0164383561643835,,,,0.0,1,-0.19783914488511273,-0.10171692380503089,-0.26405224763674284,-0.1878694387756288,1211
15,México,15008,Amatepec,0.0,0.0,AMATEPEC,18.0,0.449994306752191,7489.705242,0,-0.19783914488511273,-0.16608729442343717,-0.16864886582902353,-0.17752510171252447,1070
15,México,15009,Amecameca,0.00547945205479452,0.0246575342465753,,,,0.0,1,-0.14859231258468308,-0.06953173849582756,-0.26405224763674284,-0.16072543290575117,897
15,México,15010,Apaxco,0.00821917808219178,0.0465753424657534,,,,0.0,1,-0.12396889643446825,0.016295422328714546,-0.26405224763674284,-0.1239085739141655,669
15,México,15011,Atenco,0.00547945205479452,0.123287671232876,ATENCO,9.0,0.47833726724364,24589.40556,0,-0.14859231258468308,0.31669048521460896,0.049166012797642426,0.07242139514252277,303
15,México,15012,Atizapán,0.00273972602739726,0.010958904109589,,,,0.0,1,-0.1732157287348979,-0.12317371401116634,-0.26405224763674284,-0.18681389679426905,1195
15,México,15013,Atizapán de Zaragoza,0.0794520547945205,0.350684931506849,ATIZAPAN DE ZARAGOZA,167.0,0.717029774045418,279661.6887,0,0.516239923471117,1.2071472787692341,3.298260286963487,1.6738824964012793,56
15,México,15014,Atlacomulco,0.00547945205479452,0.0273972602739726,ATLACOMULCO,19.0,0.854544949490273,61168.32748,0,-0.14859231258468308,-0.058803343392759645,0.5151059585352981,0.10257010085261846,276
15,México,15015,Atlautla,0.00547945205479452,0.00547945205479452,ATLAUTLA,16.0,0.434773692690786,9313.722045,0,-0.14859231258468308,-0.14463050421730167,-0.14541465755812016,-0.14621249145336832,782
15,México,15016,Axapusco,0.021917808219178,0.290410958904109,,,,0.0,1,-0.000851815683394814,0.9711225865017424,-0.26405224763674284,0.23540617439386827,213
15,México,15017,Ayapango,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
15,México,15018,Calimaya,0.010958904109589,0.010958904109589,CALIMAYA,19.0,0.826087433011496,38638.5875,0,-0.09934548028425377,-0.12317371401116634,0.22812358527882864,0.0018681303278028454,372
15,México,15019,Capulhuac,0.00273972602739726,0.0383561643835616,,,,0.0,1,-0.1732157287348979,-0.015889762980488803,-0.26405224763674284,-0.15105257978404318,824
15,México,15020,Coacalco de Berriozábal,0.0657534246575342,0.410958904109589,COACALCO DE BERRIOZABAL,53.0,0.78868551811365,175611.0835,0,0.3931228427200429,1.443171971036726,1.972870395842874,1.2697217365332143,76
15,México,15021,Coatepec Harinas,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
15,México,15022,Cocotitlán,0.00547945205479452,0.0301369863013698,,,,0.0,1,-0.14859231258468308,-0.048074948289692124,-0.26405224763674284,-0.153573169503706,849
15,México,15023,Coyotepec,0.084931506849315,0.265753424657534,COYOTEPEC,4.0,0.624980905341412,17181.35007,0,0.5654867557715465,0.8745670305741339,-0.04519731974073055,0.4649521555349833,155
15,México,15024,Cuautitlán,0.0191780821917808,0.430136986301369,CUAUTITLAN,9.0,0.59725053222811,78005.10026,0,-0.02547523183360911,1.5182707367581967,0.7295716831585577,0.7407890626943817,120
15,México,15025,Chalco,0.178082191780821,1.2986301369863,CHALCO,50.0,0.907950345559109,246031.8449,0,1.4026829048788432,4.9191719844306725,2.86988550791429,3.063913465741269,37
15,México,15026,Chapa de Mota,0.00547945205479452,0.00821917808219178,,,,0.0,1,-0.14859231258468308,-0.13390210911423392,-0.26405224763674284,-0.18218222311188662,1121
15,México,15027,Chapultepec,0.00273972602739726,0.0136986301369863,,,,0.0,1,-0.1732157287348979,-0.11244531890809842,-0.26405224763674284,-0.1832377650932464,1138
15,México,15028,Chiautla,0.0,0.073972602739726,,,,0.0,1,-0.19783914488511273,0.12357937335939208,-0.26405224763674284,-0.1127706730541545,629
15,México,15029,Chicoloapan,0.0575342465753424,0.238356164383561,CHICOLOAPAN,35.0,0.809706609744481,112602.6594,0,0.31925259426939817,0.7672830795434549,1.1702731577291599,0.7522696105140043,118
15,México,15030,Chiconcuac,0.00273972602739726,0.0465753424657534,CHICONCUAC,5.0,0.399968764641574,7671.400906,0,-0.1732157287348979,0.016295422328714546,-0.1663344381919794,-0.10775158153272092,611
15,México,15031,Chimalhuacán,0.147945205479452,2.04109589041095,CHIMALHUACAN,185.0,0.813855914522557,385482.8539,0,1.1318253272264878,7.826567057362006,4.646203457049771,4.5348652805460885,13
15,México,15032,Donato Guerra,0.0,0.0,DONATO GUERRA,37.0,0.418122115365065,9298.617724,0,-0.19783914488511273,-0.16608729442343717,-0.1456070554238237,-0.16984449824412454,976
15,México,15033,Ecatepec de Morelos,0.353424657534246,4.31232876712328,ECATEPEC DE MORELOS,206.0,0.861375912014128,1039433.511,0,2.9785815384925955,16.72040659780518,12.976184705558865,10.89172428061888,3
15,México,15034,Ecatzingo,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
15,México,15035,Huehuetoca,0.0383561643835616,0.583561643835616,,,,0.0,1,0.14688868121789453,2.119060862529993,-0.26405224763674284,0.667299098703715,124
15,México,15036,Hueypoxtla,0.0273972602739726,0.0465753424657534,HUEYPOXTLA,19.0,0.490920375786414,15485.59233,0,0.04839501661703559,0.016295422328714546,-0.06679777234805032,-0.0007024444674333941,378
15,México,15037,Huixquilucan,0.0356164383561643,0.112328767123287,HUIXQUILUCAN,40.0,0.68943597212879,143361.316,0,0.12226526506767935,0.27377690480233813,1.5620749395999138,0.6527057031566438,127
15,México,15038,Isidro Fabela,0.010958904109589,0.021917808219178,,,,0.0,1,-0.09934548028425377,-0.08026013359889547,-0.26405224763674284,-0.14788595383996403,792
15,México,15039,Ixtapaluca,0.0602739726027397,0.441095890410958,IXTAPALUCA,45.0,0.736962467292564,281242.5646,0,0.3438760104196134,1.5611843171704676,3.318397382110111,1.7411525699000638,54
15,México,15040,Ixtapan de la Sal,0.0,0.010958904109589,,,,0.0,1,-0.19783914488511273,-0.12317371401116634,-0.26405224763674284,-0.19502170217767398,1363
15,México,15041,Ixtapan del Oro,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
15,México,15042,Ixtlahuaca,0.00547945205479452,0.0356164383561643,IXTLAHUACA,19.0,0.836068856625717,88828.13567,0,-0.14859231258468308,-0.026618158083556703,0.8674348094333334,0.2307414462550312,217
15,México,15043,Xalatlaco,0.00273972602739726,0.00821917808219178,,,,0.0,1,-0.1732157287348979,-0.13390210911423392,-0.26405224763674284,-0.19039002849529155,1249
15,México,15044,Jaltenco,0.021917808219178,0.0986301369863013,JALTENCO,4.0,0.5,10063.5,0,-0.000851815683394814,0.2201349292870017,-0.13586403437594877,0.027806359742552706,337
15,México,15045,Jilotepec,0.0164383561643835,0.131506849315068,,,,0.0,1,-0.05009864798382428,0.34887567052381313,-0.26405224763674284,0.011574924967748665,353
15,México,15046,Jilotzingo,0.00547945205479452,0.010958904109589,,,,0.0,1,-0.14859231258468308,-0.12317371401116634,-0.26405224763674284,-0.17860609141086412,1076
15,México,15047,Jiquipilco,0.0191780821917808,0.0136986301369863,,,,0.0,1,-0.02547523183360911,-0.11244531890809842,-0.26405224763674284,-0.1339909327928168,716
15,México,15048,Jocotitlán,0.00273972602739726,0.0191780821917808,,,,0.0,1,-0.1732157287348979,-0.09098852870196299,-0.26405224763674284,-0.1760855016912012,1043
15,México,15049,Joquicingo,0.00547945205479452,0.00821917808219178,,,,0.0,1,-0.14859231258468308,-0.13390210911423392,-0.26405224763674284,-0.18218222311188662,1121
15,México,15050,Juchitepec,0.00547945205479452,0.0273972602739726,,,,0.0,1,-0.14859231258468308,-0.058803343392759645,-0.26405224763674284,-0.1571493012047285,867
15,México,15051,Lerma,0.0191780821917808,0.0821917808219178,LERMA,47.0,0.734075832538326,85878.79757,0,-0.02547523183360911,0.15576455866859543,0.8298663311364202,0.3200518859904688,185
15,México,15052,Malinalco,0.0164383561643835,0.0164383561643835,,,,0.0,1,-0.05009864798382428,-0.10171692380503089,-0.26405224763674284,-0.13862260647519933,738
15,México,15053,Melchor Ocampo,0.0164383561643835,0.210958904109589,MELCHOR OCAMPO,21.0,0.630677719248097,26560.99215,0,-0.05009864798382428,0.6599991285127798,0.07427995548766496,0.2280601453388735,218
15,México,15054,Metepec,0.0273972602739726,0.0767123287671232,METEPEC,47.0,0.526622799063927,94921.12642,0,0.04839501661703559,0.13430776846245956,0.9450469322193468,0.37591657243294735,171
15,México,15055,Mexicaltzingo,0.0,0.0136986301369863,,,,0.0,1,-0.19783914488511273,-0.11244531890809842,-0.26405224763674284,-0.19144557047665134,1266
15,México,15056,Morelos,0.0,0.00547945205479452,,,,0.0,1,-0.19783914488511273,-0.14463050421730167,-0.26405224763674284,-0.2021739655797191,1660
15,México,15057,Naucalpan de Juárez,0.205479452054794,1.94246575342465,NAUCALPAN DE JUAREZ,163.0,0.950414498931592,590509.6356,0,1.6489170663809953,7.440344833651571,7.257821365007628,5.449027755013398,12
15,México,15058,Nezahualcóyotl,0.13972602739726,0.545205479452054,NEZAHUALCOYOTL,174.0,0.665053268230006,539711.3438,0,1.0579550787758414,1.968863331087043,6.61075600379707,3.2125248045533183,33
15,México,15059,Nextlalpan,0.0246575342465753,0.282191780821917,,,,0.0,1,0.023771600466820385,0.9389374011925382,-0.26405224763674284,0.23288558467420525,215
15,México,15060,Nicolás Romero,0.161643835616438,0.271232876712328,NICOLAS ROMERO,10.0,0.901730134467557,272441.529,0,1.2549424079775593,0.8960238207802674,3.2062903588668417,1.7857521958748894,53
15,México,15061,Nopaltepec,0.00821917808219178,0.150684931506849,,,,0.0,1,-0.12396889643446825,0.4239744362452881,-0.26405224763674284,0.011984430724692333,351
15,México,15062,Ocoyoacac,0.0191780821917808,0.0602739726027397,OCOYOACAC,43.0,0.755747920311876,38161.49124,0,-0.02547523183360911,0.06993739784405331,0.22204636392216276,0.08883617664420233,291
15,México,15063,Ocuilan,0.0136986301369863,0.073972602739726,,,,0.0,1,-0.07472206413403858,0.12357937335939208,-0.26405224763674284,-0.07173164613712978,507
15,México,15064,El Oro,0.00273972602739726,0.00547945205479452,,,,0.0,1,-0.1732157287348979,-0.14463050421730167,-0.26405224763674284,-0.19396616019631416,1331
15,México,15065,Otumba,0.021917808219178,0.147945205479452,,,,0.0,1,-0.000851815683394814,0.41324604114222135,-0.26405224763674284,0.049447325940694564,321
15,México,15066,Otzoloapan,0.0,0.00273972602739726,,,,0.0,1,-0.19783914488511273,-0.15535889932036942,-0.26405224763674284,-0.20575009728074167,1719
15,México,15067,Otzolotepec,0.00821917808219178,0.021917808219178,OTZOLOTEPEC,2.0,1.0,58871.0,0,-0.12396889643446825,-0.08026013359889547,0.4858427494195705,0.09387123979540225,284
15,México,15068,Ozumba,0.00273972602739726,0.0164383561643835,,,,0.0,1,-0.1732157287348979,-0.10171692380503089,-0.26405224763674284,-0.17966163339222388,1087
15,México,15069,Papalotla,0.0,0.00821917808219178,,,,0.0,1,-0.19783914488511273,-0.13390210911423392,-0.26405224763674284,-0.19859783387869648,1439
15,México,15070,La Paz,0.0493150684931506,1.12602739726027,LA PAZ,45.0,0.794155452083819,166058.6992,0,0.2453823458187535,4.243283092937394,1.8511927413690368,2.113286060041728,46
15,México,15071,Polotitlán,0.010958904109589,0.0958904109589041,,,,0.0,1,-0.09934548028425377,0.2094065341839342,-0.26405224763674284,-0.051330397912354137,454
15,México,15072,Rayón,0.0,0.00547945205479452,RAYON,18.0,0.625015092972711,6763.913336,0,-0.19783914488511273,-0.14463050421730167,-0.17789395626766677,-0.1734545351233604,1025
15,México,15073,San Antonio la Isla,0.0,0.0,SAN ANTONIO LA ISLA,19.0,0.617027304010198,13233.38459,0,-0.19783914488511273,-0.16608729442343717,-0.09548624912876588,-0.1531375628124386,842
15,México,15074,San Felipe del Progreso,0.0,0.010958904109589,SAN FELIPE DEL PROGRESO,39.0,0.707049476934797,62236.61611,0,-0.19783914488511273,-0.12317371401116634,0.5287137501313154,0.06923363041167878,305
15,México,15075,San Martín de las Pirámides,0.0136986301369863,0.104109589041095,SAN MARTIN DE LAS PIRAMIDES,22.0,0.828124604386979,16910.30442,0,-0.07472206413403858,0.24159171949313402,-0.048649881730655584,0.039406591209479945,331
15,México,15076,San Mateo Atenco,0.00273972602739726,0.0794520547945205,SAN MATEO ATENCO,15.0,0.822797392244949,54383.61644,0,-0.1732157287348979,0.1450361635655275,0.4286827473554515,0.1335010607286937,263
15,México,15077,San Simón de Guerrero,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
15,México,15078,Santo Tomás,0.0,0.0,,,,0.0,1,-0.19783914488511273,-0.16608729442343717,-0.26405224763674284,-0.20932622898176426,1826
15,México,15079,Soyaniquilpan de Juárez,0.00273972602739726,0.0575342465753424,,,,0.0,1,-0.1732157287348979,0.059209002740985416,-0.26405224763674284,-0.1260196578768851,678
15,México,15080,Sultepec,0.00273972602739726,0.0,,,,0.0,1,-0.1732157287348979,-0.16608729442343717,-0.26405224763674284,-0.2011184235983593,1482
15,México,15081,Tecámac,0.112328767123287,1.38082191780821,TECAMAC,168.0,0.700340303115352,270308.9461,0,0.8117209172736894,5.2410238375226745,3.1791256555745955,3.0772901367903196,35
15,México,15082,Tejupilco,0.00547945205479452,0.0191780821917808,TEJUPILCO,18.0,0.536586700520947,26395.77297,0,-0.14859231258468308,-0.09098852870196299,0.07217540424002615,-0.055801812348873304,463
15,México,15083,Temamatla,0.0164383561643835,0.00821917808219178,,,,0.0,1,-0.05009864798382428,-0.13390210911423392,-0.26405224763674284,-0.149351001578267,806
15,México,15084,Temascalapa,0.0136986301369863,0.0712328767123287,,,,0.0,1,-0.07472206413403858,0.11285097825632416,-0.26405224763674284,-0.07530777783815241,518
15,México,15085,Temascalcingo,0.00547945205479452,0.0164383561643835,,,,0.0,1,-0.14859231258468308,-0.10171692380503089,-0.26405224763674284,-0.17145382800881892,995
15,México,15086,Temascaltepec,0.0,0.0136986301369863,TEMASCALTEPEC,20.0,0.166666666666666,3636.666667,0,-0.19783914488511273,-0.11244531890809842,-0.21772862243002378,-0.17600436207441164,1042
15,México,15087,Temoaya,0.021917808219178,0.0328767123287671,TEMOAYA,41.0,0.654516731144224,43956.03463,0,-0.000851815683394814,-0.03734655318662422,0.2958568835054335,0.08588617154513815,293
15,México,15088,Tenancingo,0.0136986301369863,0.0547945205479452,,,,0.0,1,-0.07472206413403858,0.048480607637917894,-0.26405224763674284,-0.09676456804428785,575
15,México,15089,Tenango del Aire,0.0,0.00547945205479452,TENANGO DEL AIRE,20.0,0.610166385108214,4791.636622,0,-0.19783914488511273,-0.14463050421730167,-0.2030166897126442,-0.18182877960501953,1119
15,México,15090,Tenango del Valle,0.00821917808219178,0.0493150684931506,,,,0.0,1,-0.12396889643446825,0.027023817431782067,-0.26405224763674284,-0.120332442213143,655
